gender,order,match,sim_int_pct,samerace,age_partner,race_partner,pf_o_att,pref_sincerity,Pref_intell,pref_fun,pref_ambiton,pref_shared_int,dec_partner,overall_attr_partner,sinc_of_partner,intel_of_partner,fun_of_partner,amb_of_partner,shar_of_partner,likeness_partner,partner_says_yes,met_before,age_subject,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy_frm_spddting
0,5,0,0.37,1,25,2,50,0,30,10,0,10,1,6,6,7,7,8,7,6,6,2,23,1,Undeclared,0,0,2,1,1,"37,754.00",1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
0,10,0,0.35,1,30,2,35,15,25,10,5,10,1,7,6,3,5,6,5,6,4,2,23,1,Undeclared,0,0,2,1,1,"37,754.00",1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
0,1,0,0.15,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,7,8,6,6,5,7,7,2,23,1,Undeclared,0,0,2,1,1,"37,754.00",1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
0,7,1,-0.47,1,28,2,50,0,25,10,0,15,1,7,7,7,10,9,10,8,8,2,23,1,Undeclared,0,0,2,1,1,"37,754.00",1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
0,8,0,-0.19,1,24,2,100,0,0,0,0,0,0,7,8,8,7,8,7,7,7,2,23,1,Undeclared,0,0,2,1,1,"37,754.00",1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
0,1,0,-0.43,1,27,2,35,20,20,20,0,5,0,6,8,8,8,7,6,6,5,2,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,10,0,0,1,22,2,60,0,0,40,0,0,0,6,7,10,7,6,5,7,4,1,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,7,0,-0.17,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,1,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,2,1,0.08,1,23,2,30,5,15,40,5,5,1,6,8,6,8,10,10,7,7,1,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,4,0,-0.16,0,24,3,30,10,20,10,10,20,0,5,9,9,7,9,5,5,7,2,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,3,0,0.06,1,25,2,50,0,30,10,0,10,0,5,8,7,7,7,7,6,7,2,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,8,0,-0.05,1,30,2,35,15,25,10,5,10,0,2,3,4,4,5,3,3,3,2,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,9,0,0.07,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,5,5,6,5,5,5,6,5,2,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,5,1,-0.13,1,28,2,50,0,25,10,0,15,1,5,9,9,9,9,6,7,7,2,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,6,0,-0.06,1,24,2,100,0,0,0,0,0,0,3,10,7,7,10,5,4,10,2,21,1,Undeclared,0,0,2,8,1,"86,340.00",2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
0,5,0,0.33,0,27,2,35,20,20,20,0,5,0,7,9,8,9,8,4,7,4,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,4,0,0.37,0,22,2,60,0,0,40,0,0,0,6,8,10,6,7,6,7,4,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,1,0,-0.51,1,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,1,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,6,1,0.12,0,23,2,30,5,15,40,5,5,1,6,8,8,7,9,8,7,7,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,8,0,0.35,0,24,3,30,10,20,10,10,20,1,9,7,9,7,9,6,9,2,1,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,7,0,0.19,0,25,2,50,0,30,10,0,10,1,6,6,8,8,8,7,6,6,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,2,0,0.47,0,30,2,35,15,25,10,5,10,0,5,6,8,4,5,4,3,3,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,3,0,0.03,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,7,8,7,8,5,7,6,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,9,1,0.46,0,28,2,50,0,25,10,0,15,1,6,7,7,6,6,6,6,6,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,10,0,0.43,0,24,2,100,0,0,0,0,0,0,7,10,10,6,10,7,6,7,2,23,1,Undeclared,0,0,4,1,1,"60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
0,2,0,0.19,0,27,2,35,20,20,20,0,5,0,7,8,8,8,7,7,7,4,2,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,1,0,0.21,0,22,2,60,0,0,40,0,0,1,7,9,10,6,6,5,8,4,1,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,8,0,0.52,1,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,3,1,-0.46,0,23,2,30,5,15,40,5,5,1,8,8,9,8,9,9,8,7,1,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,5,0,-0.27,0,24,3,30,10,20,10,10,20,1,8,7,9,6,9,5,8,4,2,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,4,0,0.59,0,25,2,50,0,30,10,0,10,1,8,8,8,6,6,6,7,7,2,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,9,0,0.31,0,30,2,35,15,25,10,5,10,0,7,6,5,4,4,3,5,4,2,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,10,0,0.08,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,1,8,7,6,7,7,5,7,5,2,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,6,1,-0.34,0,28,2,50,0,25,10,0,15,1,9,7,9,9,9,10,9,9,2,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,7,0,-0.16,0,24,2,100,0,0,0,0,0,0,7,6,8,6,8,7,7,7,2,22,1,Undeclared,0,0,4,2,4,"54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
0,7,0,-0.03,1,27,2,35,20,20,20,0,5,0,8,7,6,6,6,5,7,4,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,6,1,-0.11,1,22,2,60,0,0,40,0,0,1,8,8,10,7,6,5,9,4,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,3,1,0.42,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,8,1,-0.4,1,23,2,30,5,15,40,5,5,1,8,8,8,8,8,7,8,7,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,10,1,-0.23,0,24,3,30,10,20,10,10,20,1,9,9,8,9,,7,9,7,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,9,1,0.28,1,25,2,50,0,30,10,0,10,1,8,7,7,7,8,7,7,6,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,4,0,0.05,1,30,2,35,15,25,10,5,10,0,6,4,7,5,6,4,4,4,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,5,1,0.17,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,1,9,8,8,8,7,5,7,5,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,1,1,-0.47,1,28,2,50,0,25,10,0,15,1,8,7,8,10,8,10,8,8,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,2,1,-0.21,1,24,2,100,0,0,0,0,0,1,8,10,9,9,8,8,8,8,2,25,13,Undeclared,0,0,2,1,1,0,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
0,8,0,0.19,0,27,2,35,20,20,20,0,5,0,6,8,7,8,7,5,6,4,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,7,1,0.03,0,22,2,60,0,0,40,0,0,1,8,8,10,7,6,5,8,4,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,4,1,0.68,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,9,1,-0.26,0,23,2,30,5,15,40,5,5,1,7,8,7,8,8,7,7,7,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,1,1,-0.01,0,24,3,30,10,20,10,10,20,1,7,9,8,9,7,7,7,8,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,10,1,0.42,0,25,2,50,0,30,10,0,10,1,6,6,7,8,7,7,6,5,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,5,1,0.21,0,30,2,35,15,25,10,5,10,1,8,6,7,8,6,5,8,4,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,6,0,0.1,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,7,7,7,7,6,5,7,5,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,2,1,-0.35,0,28,2,50,0,25,10,0,15,1,6,6,6,7,6,6,6,6,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,3,0,-0.23,0,24,2,100,0,0,0,0,0,0,5,6,6,6,6,6,6,6,2,26,13,Undeclared,0,0,6,1,1,0,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
0,9,0,0.3,1,27,2,35,20,20,20,0,5,0,7,8,7,8,6,5,6,3,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,8,0,0.65,1,22,2,60,0,0,40,0,0,0,1,1,1,1,1,1,1,1,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,5,1,-0.15,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,10,0,0.17,1,23,2,30,5,15,40,5,5,1,7,8,7,9,8,8,7,7,1,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,2,0,0.24,0,24,3,30,10,20,10,10,20,1,6,9,9,7,8,,6,6,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,1,0,0.15,1,25,2,50,0,30,10,0,10,0,,8,7,7,7,7,6,6,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,6,0,0.41,1,30,2,35,15,25,10,5,10,0,7,7,4,3,4,4,3,6,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,7,0,0.07,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,6,6,6,6,5,7,6,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,3,1,0.49,1,28,2,50,0,25,10,0,15,1,7,7,7,7,6,6,7,8,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
0,4,0,0.08,1,24,2,100,0,0,0,0,0,0,6,6,6,6,6,6,7,7,2,26,13,Undeclared,0,0,2,4,4,"48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
1,4,0,0.14,0,21,4,15,20,20,15,15,15,1,6,9,7,7,6,5,7,6,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,10,0,0.29,1,24,2,45,5,25,20,0,5,0,5,7,8,4,6,3,6,4,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,6,0,-0.24,1,25,2,35,10,35,10,10,0,0,7,9,10,7,8,9,8,7,1,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,3,0,-0.18,1,23,2,20,20,20,20,10,10,0,4,10,8,5,8,7,6,7,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,1,0,-0.43,1,21,2,20,5,25,25,10,15,0,5,8,8,2,2,2,7,5,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,5,0,0.33,0,23,4,10,25,20,25,5,15,1,6,9,7,6,7,6,6,6,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,2,0,0.19,0,22,4,15,15,25,20,15,10,0,4,8,8,5,7,4,7,4,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,7,0,-0.03,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,8,7,4,7,5,4,5,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,8,0,0.19,0,26,6,20,10,20,30,10,10,1,8,10,9,8,7,6,5,5,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,9,0,0.3,1,26,2,15,15,15,40,10,5,0,6,10,10,6,6,,6,3,2,27,8,Undeclared,0,0,2,7,3,0,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7
1,3,0,0.54,0,21,4,15,20,20,15,15,15,1,7,8,7,8,5,6,7,5,1,22,1,Undeclared,0,0,2,1,1,"29,237.00",1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7
1,9,0,0.18,1,24,2,45,5,25,20,0,5,0,8,5,6,6,9,6,7,3,2,22,1,Undeclared,0,0,2,1,1,"29,237.00",1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7
1,5,0,-0.14,1,25,2,35,10,35,10,10,0,0,9,7,9,8,9,7,8,7,2,22,1,Undeclared,0,0,2,1,1,"29,237.00",1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7
